Equipo,Juegos,Año,Medalla_Oro
Georgia,2006 Invierno,2006-01-01,0
Georgia,2008 Verano,2008-01-01,3
Georgia,2010 Invierno,2010-01-01,0
Georgia,2012 Verano,2012-01-01,1
Georgia,2014 Invierno,2014-01-01,0
Georgia,2016 Verano,2016-01-01,2
Georgia,2020 Verano,2020-01-01,0
Germania II,1936 Verano,1936-01-01,0
"Germania Ruder Club, Hamburg",1900 Verano,1900-01-01,0
"Germania Ruder Club, Hamburg-2",1900 Verano,1900-01-01,5
Germany,1896 Verano,1896-01-01,24
Germany,1900 Verano,1900-01-01,1
Germany,1904 Verano,1904-01-01,4
Germany,1906 Verano,1906-01-01,14
Germany,1908 Verano,1908-01-01,4
Germany,1912 Verano,1912-01-01,6
Germany,1928 Invierno,1928-01-01,0
Germany,1928 Verano,1928-01-01,21
Germany,1932 Invierno,1932-01-01,0
Germany,1932 Verano,1932-01-01,10
Germany,1936 Invierno,1936-01-01,2
Germany,1936 Verano,1936-01-01,91
Germany,1952 Invierno,1952-01-01,4
Germany,1952 Verano,1952-01-01,0
Germany,1956 Invierno,1956-01-01,1
Germany,1956 Verano,1956-01-01,9
Germany,1960 Invierno,1960-01-01,4
Germany,1960 Verano,1960-01-01,34
Germany,1964 Invierno,1964-01-01,3
Germany,1964 Verano,1964-01-01,22
Germany,1992 Invierno,1992-01-01,12
Germany,1992 Verano,1992-01-01,81
Germany,1994 Invierno,1994-01-01,14
Germany,1996 Verano,1996-01-01,42
Germany,1998 Invierno,1998-01-01,16
Germany,2000 Verano,2000-01-01,31
Germany,2002 Invierno,2002-01-01,18
Germany,2004 Verano,2004-01-01,41
Germany,2006 Invierno,2006-01-01,15
Germany,2008 Verano,2008-01-01,39
Germany,2010 Invierno,2010-01-01,13
Germany,2012 Verano,2012-01-01,43
Germany,2014 Invierno,2014-01-01,13
Germany,2016 Verano,2016-01-01,47
Germany,2020 Verano,2020-01-01,12
Germany-1,1900 Verano,1900-01-01,0
Germany-1,1908 Verano,1908-01-01,0
Germany-1,1912 Verano,1912-01-01,0
Germany-1,1928 Invierno,1928-01-01,0
Germany-1,1932 Invierno,1932-01-01,0
Germany-1,1936 Invierno,1936-01-01,2
Germany-1,1952 Invierno,1952-01-01,4
Germany-1,1956 Invierno,1956-01-01,0
Germany-1,1960 Invierno,1960-01-01,0
Germany-1,1964 Invierno,1964-01-01,0
Germany-1,1992 Invierno,1992-01-01,2
Germany-1,1992 Verano,1992-01-01,0
Germany-1,1994 Invierno,1994-01-01,0
Germany-1,1996 Verano,1996-01-01,0
Germany-1,1998 Invierno,1998-01-01,2
Germany-1,2000 Verano,2000-01-01,0
Germany-1,2002 Invierno,2002-01-01,2
Germany-1,2004 Verano,2004-01-01,0
Germany-1,2006 Invierno,2006-01-01,8
Germany-1,2008 Verano,2008-01-01,0
Germany-1,2010 Invierno,2010-01-01,2
Germany-1,2012 Verano,2012-01-01,2
Germany-1,2014 Invierno,2014-01-01,2
Germany-1,2016 Verano,2016-01-01,2
Germany-2,1908 Verano,1908-01-01,0
Germany-2,1912 Verano,1912-01-01,0
Germany-2,1928 Invierno,1928-01-01,0
Germany-2,1932 Invierno,1932-01-01,0
Germany-2,1936 Invierno,1936-01-01,0
Germany-2,1952 Invierno,1952-01-01,0
Germany-2,1956 Invierno,1956-01-01,0
Germany-2,1960 Invierno,1960-01-01,0
Germany-2,1964 Invierno,1964-01-01,0
Germany-2,1992 Invierno,1992-01-01,0
Germany-2,1992 Verano,1992-01-01,0
Germany-2,1994 Invierno,1994-01-01,4
Germany-2,1996 Verano,1996-01-01,0
Germany-2,1998 Invierno,1998-01-01,4
Germany-2,2000 Verano,2000-01-01,0
Germany-2,2002 Invierno,2002-01-01,6
Germany-2,2004 Verano,2004-01-01,0
Germany-2,2006 Invierno,2006-01-01,0
Germany-2,2008 Verano,2008-01-01,0
Germany-2,2010 Invierno,2010-01-01,0
Germany-2,2012 Verano,2012-01-01,0
Germany-2,2014 Invierno,2014-01-01,0
Germany-2,2016 Verano,2016-01-01,0
Germany-3,1960 Invierno,1960-01-01,0
Germany-3,1964 Invierno,1964-01-01,0
Germany-3,1992 Verano,1992-01-01,0
Germany-3,1994 Invierno,1994-01-01,0
Germany-3,2010 Invierno,2010-01-01,0
Germany-3,2014 Invierno,2014-01-01,0
Germany/United States,1904 Verano,1904-01-01,0
Ghana,1952 Verano,1952-01-01,0
Ghana,1960 Verano,1960-01-01,0
Ghana,1964 Verano,1964-01-01,0
Ghana,1968 Verano,1968-01-01,0
Ghana,1972 Verano,1972-01-01,0
Ghana,1984 Verano,1984-01-01,0
Ghana,1988 Verano,1988-01-01,0
Ghana,1992 Verano,1992-01-01,0
Ghana,1996 Verano,1996-01-01,0
Ghana,2000 Verano,2000-01-01,0
Ghana,2004 Verano,2004-01-01,0
Ghana,2008 Verano,2008-01-01,0
Ghana,2010 Invierno,2010-01-01,0
Ghana,2012 Verano,2012-01-01,0
Ghana,2016 Verano,2016-01-01,0
Ghana,2020 Verano,2020-01-01,0
Gilliatt V,1956 Verano,1956-01-01,0
Girl Pat,1952 Verano,1952-01-01,0
Giselle-6,1900 Verano,1900-01-01,0
Gitana-2,1900 Verano,1900-01-01,0
Gitana-21,1900 Verano,1900-01-01,0
Glider,1964 Verano,1964-01-01,0
Glisten,1964 Verano,1964-01-01,0
Gran Gesto,2008 Verano,2008-01-01,0
Great Britain,1896 Verano,1896-01-01,2
Great Britain,1900 Verano,1900-01-01,9
Great Britain,1904 Verano,1904-01-01,1
Great Britain,1906 Verano,1906-01-01,9
Great Britain,1908 Verano,1908-01-01,69
Great Britain,1912 Verano,1912-01-01,36
Great Britain,1920 Verano,1920-01-01,46
Great Britain,1924 Invierno,1924-01-01,16
Great Britain,1924 Verano,1924-01-01,15
Great Britain,1928 Invierno,1928-01-01,0
Great Britain,1928 Verano,1928-01-01,7
Great Britain,1932 Invierno,1932-01-01,0
Great Britain,1932 Verano,1932-01-01,9
Great Britain,1936 Invierno,1936-01-01,12
Great Britain,1936 Verano,1936-01-01,7
Great Britain,1948 Invierno,1948-01-01,0
Great Britain,1948 Verano,1948-01-01,5
Great Britain,1952 Invierno,1952-01-01,1
Great Britain,1952 Verano,1952-01-01,3
Great Britain,1956 Invierno,1956-01-01,0
Great Britain,1956 Verano,1956-01-01,8
Great Britain,1960 Invierno,1960-01-01,0
Great Britain,1960 Verano,1960-01-01,2
Great Britain,1964 Invierno,1964-01-01,0
Great Britain,1964 Verano,1964-01-01,4
Great Britain,1968 Invierno,1968-01-01,0
Great Britain,1968 Verano,1968-01-01,9
Great Britain,1972 Invierno,1972-01-01,0
Great Britain,1972 Verano,1972-01-01,8
Great Britain,1976 Invierno,1976-01-01,1
Great Britain,1976 Verano,1976-01-01,6
Great Britain,1980 Invierno,1980-01-01,1
Great Britain,1980 Verano,1980-01-01,5
Great Britain,1984 Invierno,1984-01-01,0
Great Britain,1984 Verano,1984-01-01,9
Great Britain,1988 Invierno,1988-01-01,0
Great Britain,1988 Verano,1988-01-01,22
Great Britain,1992 Invierno,1992-01-01,0
Great Britain,1992 Verano,1992-01-01,8
Great Britain,1994 Invierno,1994-01-01,0
Great Britain,1996 Verano,1996-01-01,2
Great Britain,1998 Invierno,1998-01-01,0
Great Britain,2000 Verano,2000-01-01,22
Great Britain,2002 Invierno,2002-01-01,5
Great Britain,2004 Verano,2004-01-01,17
Great Britain,2006 Invierno,2006-01-01,0
Great Britain,2008 Verano,2008-01-01,31
Great Britain,2010 Invierno,2010-01-01,1
Great Britain,2012 Verano,2012-01-01,46
Great Britain,2014 Invierno,2014-01-01,1
Great Britain,2016 Verano,2016-01-01,64
Great Britain,2020 Verano,2020-01-01,56
Great Britain-1,1900 Verano,1900-01-01,2
Great Britain-1,1908 Verano,1908-01-01,12
Great Britain-1,1912 Verano,1912-01-01,0
Great Britain-1,1920 Verano,1920-01-01,0
Great Britain-1,1924 Invierno,1924-01-01,0
Great Britain-1,1924 Verano,1924-01-01,0
Great Britain-1,1928 Invierno,1928-01-01,0
Great Britain-1,1936 Invierno,1936-01-01,0
Great Britain-1,1948 Invierno,1948-01-01,0
Great Britain-1,1952 Invierno,1952-01-01,0
Great Britain-1,1956 Invierno,1956-01-01,0
Great Britain-1,1964 Invierno,1964-01-01,2
Great Britain-1,1968 Invierno,1968-01-01,0
Great Britain-1,1972 Invierno,1972-01-01,0
Great Britain-1,1972 Verano,1972-01-01,0
Great Britain-1,1976 Invierno,1976-01-01,0
Great Britain-1,1980 Invierno,1980-01-01,0
Great Britain-1,1984 Invierno,1984-01-01,2
Great Britain-1,1988 Invierno,1988-01-01,0
Great Britain-1,1988 Verano,1988-01-01,0
Great Britain-1,1992 Invierno,1992-01-01,0
Great Britain-1,1992 Verano,1992-01-01,0
Great Britain-1,1994 Invierno,1994-01-01,0
Great Britain-1,1996 Verano,1996-01-01,0
Great Britain-1,1998 Invierno,1998-01-01,0
Great Britain-1,2000 Verano,2000-01-01,0
Great Britain-1,2002 Invierno,2002-01-01,0
Great Britain-1,2004 Verano,2004-01-01,0
Great Britain-1,2008 Verano,2008-01-01,0
Great Britain-1,2010 Invierno,2010-01-01,0
Great Britain-1,2012 Verano,2012-01-01,2
Great Britain-1,2014 Invierno,2014-01-01,0
Great Britain-1,2016 Verano,2016-01-01,0
Great Britain-2,1900 Verano,1900-01-01,0
Great Britain-2,1908 Verano,1908-01-01,0
Great Britain-2,1912 Verano,1912-01-01,2
Great Britain-2,1920 Verano,1920-01-01,2
Great Britain-2,1924 Invierno,1924-01-01,0
Great Britain-2,1924 Verano,1924-01-01,0
Great Britain-2,1928 Invierno,1928-01-01,0
Great Britain-2,1936 Invierno,1936-01-01,0
Great Britain-2,1948 Invierno,1948-01-01,0
Great Britain-2,1952 Invierno,1952-01-01,0
Great Britain-2,1956 Invierno,1956-01-01,0
Great Britain-2,1964 Invierno,1964-01-01,0
Great Britain-2,1968 Invierno,1968-01-01,0
Great Britain-2,1972 Invierno,1972-01-01,0
Great Britain-2,1972 Verano,1972-01-01,0
Great Britain-2,1976 Invierno,1976-01-01,0
Great Britain-2,1980 Invierno,1980-01-01,0
Great Britain-2,1984 Invierno,1984-01-01,0
Great Britain-2,1988 Invierno,1988-01-01,0
Great Britain-2,1988 Verano,1988-01-01,0
Great Britain-2,1992 Invierno,1992-01-01,0
Great Britain-2,1992 Verano,1992-01-01,0
Great Britain-2,1994 Invierno,1994-01-01,0
Great Britain-2,1996 Verano,1996-01-01,0
Great Britain-2,1998 Invierno,1998-01-01,0
Great Britain-2,2000 Verano,2000-01-01,0
Great Britain-2,2002 Invierno,2002-01-01,0
Great Britain-2,2004 Verano,2004-01-01,0
Great Britain-2,2008 Verano,2008-01-01,0
Great Britain-2,2010 Invierno,2010-01-01,0
Great Britain-2,2012 Verano,2012-01-01,0
Great Britain-2,2014 Invierno,2014-01-01,0
Great Britain-2,2016 Verano,2016-01-01,0
Great Britain-3,1908 Verano,1908-01-01,0
Great Britain-3,1912 Verano,1912-01-01,0
Great Britain-3,1920 Verano,1920-01-01,0
Great Britain-3,1976 Invierno,1976-01-01,0
Great Britain-3,1984 Invierno,1984-01-01,0
Great Britain-4,1908 Verano,1908-01-01,0
Great Britain-4,1912 Verano,1912-01-01,0
Great Britain-4,1920 Verano,1920-01-01,0
Great Britain/Germany,1896 Verano,1896-01-01,2
Greece,1896 Verano,1896-01-01,10
Greece,1900 Verano,1900-01-01,0
Greece,1904 Verano,1904-01-01,1
Greece,1906 Verano,1906-01-01,7
Greece,1908 Verano,1908-01-01,0
Greece,1912 Verano,1912-01-01,1
Greece,1920 Verano,1920-01-01,0
Greece,1924 Verano,1924-01-01,1
Greece,1928 Verano,1928-01-01,0
Greece,1932 Verano,1932-01-01,0
Greece,1936 Invierno,1936-01-01,0
Greece,1936 Verano,1936-01-01,0
Greece,1948 Invierno,1948-01-01,0
Greece,1948 Verano,1948-01-01,0
Greece,1952 Invierno,1952-01-01,0
Greece,1952 Verano,1952-01-01,0
Greece,1956 Invierno,1956-01-01,0
Greece,1956 Verano,1956-01-01,0
Greece,1960 Verano,1960-01-01,0
Greece,1964 Invierno,1964-01-01,0
Greece,1964 Verano,1964-01-01,0
Greece,1968 Invierno,1968-01-01,0
Greece,1968 Verano,1968-01-01,0
Greece,1972 Invierno,1972-01-01,0
Greece,1972 Verano,1972-01-01,0
Greece,1976 Invierno,1976-01-01,0
Greece,1976 Verano,1976-01-01,0
Greece,1980 Invierno,1980-01-01,0
Greece,1980 Verano,1980-01-01,1
Greece,1984 Invierno,1984-01-01,0
Greece,1984 Verano,1984-01-01,0
Greece,1988 Invierno,1988-01-01,0
Greece,1988 Verano,1988-01-01,0
Greece,1992 Invierno,1992-01-01,0
Greece,1992 Verano,1992-01-01,2
Greece,1994 Invierno,1994-01-01,0
Greece,1996 Verano,1996-01-01,4
Greece,1998 Invierno,1998-01-01,0
Greece,2000 Verano,2000-01-01,4
Greece,2002 Invierno,2002-01-01,0
Greece,2004 Verano,2004-01-01,8
Greece,2006 Invierno,2006-01-01,0
Greece,2008 Verano,2008-01-01,0
Greece,2010 Invierno,2010-01-01,0
Greece,2012 Verano,2012-01-01,0
Greece,2014 Invierno,2014-01-01,0
Greece,2016 Verano,2016-01-01,3
Greece,2020 Verano,2020-01-01,1
Greece-1,1896 Verano,1896-01-01,0
Greece-1,1906 Verano,1906-01-01,0
Greece-1,2004 Verano,2004-01-01,0
Greece-1,2008 Verano,2008-01-01,0
Greece-2,1896 Verano,1896-01-01,0
Greece-2,1906 Verano,1906-01-01,0
Greece-2,2004 Verano,2004-01-01,0
Greece-2,2008 Verano,2008-01-01,0
Greece-3,1896 Verano,1896-01-01,0
Greece-3,1906 Verano,1906-01-01,0
Greece-4,1906 Verano,1906-01-01,0
Greenoaks Dundee,2008 Verano,2008-01-01,0
Grenada,1984 Verano,1984-01-01,0
Grenada,1988 Verano,1988-01-01,0
Grenada,1992 Verano,1992-01-01,0
Grenada,1996 Verano,1996-01-01,0
Grenada,2000 Verano,2000-01-01,0
Grenada,2004 Verano,2004-01-01,0
Grenada,2008 Verano,2008-01-01,0
Grenada,2012 Verano,2012-01-01,1
Grenada,2016 Verano,2016-01-01,0
Grenada,2020 Verano,2020-01-01,0
Grifo III,1960 Verano,1960-01-01,0
Grifo IV,1964 Verano,1964-01-01,0
Grifone,1964 Verano,1964-01-01,0
Gteborgs Roddfrening-2,1912 Verano,1912-01-01,0
Gteborgs Roddklubb-1,1912 Verano,1912-01-01,0
Guam,1988 Invierno,1988-01-01,0
Guam,1988 Verano,1988-01-01,0
Guam,1992 Verano,1992-01-01,0
Guam,1996 Verano,1996-01-01,0
Guam,2000 Verano,2000-01-01,0
Guam,2004 Verano,2004-01-01,0
Guam,2008 Verano,2008-01-01,0
Guam,2012 Verano,2012-01-01,0
Guam,2016 Verano,2016-01-01,0
Guanahani,1964 Verano,1964-01-01,0
Guatemala,1932 Verano,1932-01-01,0
Guatemala,1952 Verano,1952-01-01,0
Guatemala,1968 Verano,1968-01-01,0
Guatemala,1972 Verano,1972-01-01,0
Guatemala,1976 Verano,1976-01-01,0
Guatemala,1980 Verano,1980-01-01,0
Guatemala,1984 Verano,1984-01-01,0
Guatemala,1988 Invierno,1988-01-01,0
Guatemala,1988 Verano,1988-01-01,0
Guatemala,1992 Verano,1992-01-01,0
Guatemala,1996 Verano,1996-01-01,0
Guatemala,2000 Verano,2000-01-01,0
Guatemala,2004 Verano,2004-01-01,0
Guatemala,2008 Verano,2008-01-01,0
Guatemala,2012 Verano,2012-01-01,0
Guatemala,2016 Verano,2016-01-01,0
Guatemala,2020 Verano,2020-01-01,0
Guinea,1968 Verano,1968-01-01,0
Guinea,1980 Verano,1980-01-01,0
Guinea,1984 Verano,1984-01-01,0
Guinea,1988 Verano,1988-01-01,0
Guinea,1992 Verano,1992-01-01,0
Guinea,1996 Verano,1996-01-01,0
Guinea,2000 Verano,2000-01-01,0
Guinea,2004 Verano,2004-01-01,0
Guinea,2008 Verano,2008-01-01,0
Guinea,2012 Verano,2012-01-01,0
Guinea,2016 Verano,2016-01-01,0
Guinea,2020 Verano,2020-01-01,0
Guinea Bissau,1996 Verano,1996-01-01,0
Guinea Bissau,2000 Verano,2000-01-01,0
Guinea Bissau,2004 Verano,2004-01-01,0
Guinea Bissau,2008 Verano,2008-01-01,0
Guinea Bissau,2012 Verano,2012-01-01,0
Guinea Bissau,2016 Verano,2016-01-01,0
Guinea-Bissau,2020 Verano,2020-01-01,0
Gullvinge,1952 Verano,1952-01-01,0
Gustel V,1936 Verano,1936-01-01,0
Gustel X,1952 Verano,1952-01-01,0
Gustl XI,1956 Verano,1956-01-01,0
Guyana,1948 Verano,1948-01-01,0
Guyana,1952 Verano,1952-01-01,0
Guyana,1956 Verano,1956-01-01,0
Guyana,1960 Verano,1960-01-01,0
Guyana,1964 Verano,1964-01-01,0
Guyana,1968 Verano,1968-01-01,0
Guyana,1972 Verano,1972-01-01,0
Guyana,1980 Verano,1980-01-01,0
Guyana,1984 Verano,1984-01-01,0
Guyana,1988 Verano,1988-01-01,0
Guyana,1992 Verano,1992-01-01,0
Guyana,1996 Verano,1996-01-01,0
Guyana,2000 Verano,2000-01-01,0
Guyana,2004 Verano,2004-01-01,0
Guyana,2008 Verano,2008-01-01,0
Guyana,2012 Verano,2012-01-01,0
Guyana,2016 Verano,2016-01-01,0
Guyana,2020 Verano,2020-01-01,0
Guyoni,1908 Verano,1908-01-01,0
Gwendoline-2,1900 Verano,1900-01-01,0
Gwendoline-22,1900 Verano,1900-01-01,0
GyoshuII,1964 Verano,1964-01-01,0
Gyp-23,1900 Verano,1900-01-01,0
Gyp-6,1900 Verano,1900-01-01,0
Gyrinus-1,1908 Verano,1908-01-01,6
Haiti,1900 Verano,1900-01-01,0
Haiti,1924 Verano,1924-01-01,0
Haiti,1928 Verano,1928-01-01,0
Haiti,1932 Verano,1932-01-01,0
Haiti,1960 Verano,1960-01-01,0
Haiti,1972 Verano,1972-01-01,0
Haiti,1976 Verano,1976-01-01,0
Haiti,1984 Verano,1984-01-01,0
Haiti,1988 Verano,1988-01-01,0
Haiti,1992 Verano,1992-01-01,0
Haiti,1996 Verano,1996-01-01,0
Haiti,2000 Verano,2000-01-01,0
Haiti,2004 Verano,2004-01-01,0
Haiti,2008 Verano,2008-01-01,0
Haiti,2012 Verano,2012-01-01,0
Haiti,2016 Verano,2016-01-01,0
Haiti,2020 Verano,2020-01-01,0
Hakahana,1960 Verano,1960-01-01,0
Hamburg,1936 Verano,1936-01-01,0
Hannover,1936 Verano,1936-01-01,0
Harmony,1960 Verano,1960-01-01,0
Hatuey,1924 Verano,1924-01-01,0
Hayama,1964 Verano,1964-01-01,0
Hb-20,1900 Verano,1900-01-01,0
Hb-24,1900 Verano,1900-01-01,0
Heatherbell,1912 Verano,1912-01-01,0
Heidelberg,1936 Verano,1936-01-01,0
Heira II,1920 Verano,1920-01-01,9
Helsingfors R. K.,1912 Verano,1912-01-01,0
Hera-1,1908 Verano,1908-01-01,10
Heroine,1908 Verano,1908-01-01,4
Hi-Hi,1928 Verano,1928-01-01,0
Hilarius,1948 Verano,1948-01-01,2
Hirondelle,1952 Verano,1952-01-01,0
Hojwa,1952 Verano,1952-01-01,0
Holland,1932 Verano,1932-01-01,0
Hollandia,1928 Verano,1928-01-01,0
Honduras,1968 Verano,1968-01-01,0
Honduras,1976 Verano,1976-01-01,0
Honduras,1984 Verano,1984-01-01,0
Honduras,1988 Verano,1988-01-01,0
Honduras,1992 Invierno,1992-01-01,0
Honduras,1992 Verano,1992-01-01,0
Honduras,1996 Verano,1996-01-01,0
Honduras,2000 Verano,2000-01-01,0
Honduras,2004 Verano,2004-01-01,0
Honduras,2008 Verano,2008-01-01,0
Honduras,2012 Verano,2012-01-01,0
Honduras,2016 Verano,2016-01-01,0
Honduras,2020 Verano,2020-01-01,0
Hong Kong,1952 Verano,1952-01-01,0
Hong Kong,1956 Verano,1956-01-01,0
Hong Kong,1960 Verano,1960-01-01,0
Hong Kong,1964 Verano,1964-01-01,0
Hong Kong,1968 Verano,1968-01-01,0
Hong Kong,1972 Verano,1972-01-01,0
Hong Kong,1976 Verano,1976-01-01,0
Hong Kong,1984 Verano,1984-01-01,0
Hong Kong,1988 Verano,1988-01-01,0
Hong Kong,1992 Verano,1992-01-01,0
Hong Kong,1996 Verano,1996-01-01,1
Hong Kong,2000 Verano,2000-01-01,0
Hong Kong,2002 Invierno,2002-01-01,0
Hong Kong,2004 Verano,2004-01-01,0
Hong Kong,2006 Invierno,2006-01-01,0
Hong Kong,2008 Verano,2008-01-01,0
Hong Kong,2010 Invierno,2010-01-01,0
Hong Kong,2012 Verano,2012-01-01,0
Hong Kong,2014 Invierno,2014-01-01,0
Hong Kong,2016 Verano,2016-01-01,0
"Hong Kong, China",2020 Verano,2020-01-01,0
Hong Kong-1,1988 Verano,1988-01-01,0
Hong Kong-1,2004 Verano,2004-01-01,0
Hong Kong-2,1988 Verano,1988-01-01,0
Hong Kong-2,2004 Verano,2004-01-01,0
Hornet,1952 Verano,1952-01-01,0
Humbug V,1964 Verano,1964-01-01,0
Hungaria,1928 Verano,1928-01-01,0
Hungaria Evezos Egylet,1912 Verano,1912-01-01,0
Hungary,1896 Verano,1896-01-01,2
Hungary,1900 Verano,1900-01-01,1
Hungary,1904 Verano,1904-01-01,2
Hungary,1906 Verano,1906-01-01,5
Hungary,1908 Verano,1908-01-01,7
Hungary,1912 Verano,1912-01-01,10
Hungary,1924 Invierno,1924-01-01,0
Hungary,1924 Verano,1924-01-01,2
Hungary,1928 Invierno,1928-01-01,0
Hungary,1928 Verano,1928-01-01,10
Hungary,1932 Verano,1932-01-01,20
Hungary,1936 Invierno,1936-01-01,0
Hungary,1936 Verano,1936-01-01,25
Hungary,1948 Invierno,1948-01-01,0
Hungary,1948 Verano,1948-01-01,15
Hungary,1952 Invierno,1952-01-01,0
Hungary,1952 Verano,1952-01-01,53
Hungary,1956 Invierno,1956-01-01,0
Hungary,1956 Verano,1956-01-01,30
Hungary,1960 Invierno,1960-01-01,0
Hungary,1960 Verano,1960-01-01,13
Hungary,1964 Invierno,1964-01-01,0
Hungary,1964 Verano,1964-01-01,42
Hungary,1968 Invierno,1968-01-01,0
Hungary,1968 Verano,1968-01-01,32
Hungary,1972 Invierno,1972-01-01,0
Hungary,1972 Verano,1972-01-01,10
Hungary,1976 Invierno,1976-01-01,0
Hungary,1976 Verano,1976-01-01,14
Hungary,1980 Invierno,1980-01-01,0
Hungary,1980 Verano,1980-01-01,8
Hungary,1984 Invierno,1984-01-01,0
Hungary,1988 Invierno,1988-01-01,0
Hungary,1988 Verano,1988-01-01,20
Hungary,1992 Invierno,1992-01-01,0
Hungary,1992 Verano,1992-01-01,14
Hungary,1994 Invierno,1994-01-01,0
Hungary,1996 Verano,1996-01-01,8
Hungary,1998 Invierno,1998-01-01,0
Hungary,2000 Verano,2000-01-01,25
Hungary,2002 Invierno,2002-01-01,0
Hungary,2004 Verano,2004-01-01,24
Hungary,2006 Invierno,2006-01-01,0
Hungary,2008 Verano,2008-01-01,16
Hungary,2010 Invierno,2010-01-01,0
Hungary,2012 Verano,2012-01-01,12
Hungary,2014 Invierno,2014-01-01,0
Hungary,2016 Verano,2016-01-01,12
Hungary,2020 Verano,2020-01-01,7
Hungary-1,1924 Verano,1924-01-01,0
Hungary-1,1932 Invierno,1932-01-01,0
Hungary-1,1936 Invierno,1936-01-01,0
Hungary-1,1948 Invierno,1948-01-01,0
Hungary-1,1952 Invierno,1952-01-01,0
Hungary-1,1992 Invierno,1992-01-01,0
Hungary-1,2004 Verano,2004-01-01,0
Hungary-2,1912 Verano,1912-01-01,0
Hungary-2,1924 Verano,1924-01-01,0
Hungary-2,1932 Invierno,1932-01-01,0
Hungary-2,1936 Invierno,1936-01-01,0
Hungary-2,1948 Invierno,1948-01-01,0
Hungary-2,1952 Invierno,1952-01-01,0
Hungary-2,1992 Invierno,1992-01-01,0
Hungary-2,2004 Verano,2004-01-01,0
Hungary-3,1912 Verano,1912-01-01,0
Hurlingham-2,1908 Verano,1908-01-01,0
Iceland,1908 Verano,1908-01-01,0
Iceland,1912 Verano,1912-01-01,0
Iceland,1936 Verano,1936-01-01,0
Iceland,1948 Invierno,1948-01-01,0
Iceland,1948 Verano,1948-01-01,0
Iceland,1952 Invierno,1952-01-01,0
Iceland,1952 Verano,1952-01-01,0
Iceland,1956 Invierno,1956-01-01,0
Iceland,1956 Verano,1956-01-01,0
Iceland,1960 Invierno,1960-01-01,0
Iceland,1960 Verano,1960-01-01,0
Iceland,1964 Invierno,1964-01-01,0
Iceland,1964 Verano,1964-01-01,0
Iceland,1968 Invierno,1968-01-01,0
Iceland,1968 Verano,1968-01-01,0
Iceland,1972 Verano,1972-01-01,0
Iceland,1976 Invierno,1976-01-01,0
Iceland,1976 Verano,1976-01-01,0
Iceland,1980 Invierno,1980-01-01,0
Iceland,1980 Verano,1980-01-01,0
Iceland,1984 Invierno,1984-01-01,0
Iceland,1984 Verano,1984-01-01,0
Iceland,1988 Invierno,1988-01-01,0
Iceland,1988 Verano,1988-01-01,0
Iceland,1992 Invierno,1992-01-01,0
Iceland,1992 Verano,1992-01-01,0
Iceland,1994 Invierno,1994-01-01,0
Iceland,1996 Verano,1996-01-01,0
Iceland,1998 Invierno,1998-01-01,0
Iceland,2000 Verano,2000-01-01,0
Iceland,2002 Invierno,2002-01-01,0
Iceland,2004 Verano,2004-01-01,0
Iceland,2006 Invierno,2006-01-01,0
Iceland,2008 Verano,2008-01-01,0
Iceland,2010 Invierno,2010-01-01,0
Iceland,2012 Verano,2012-01-01,0
Iceland,2014 Invierno,2014-01-01,0
Iceland,2016 Verano,2016-01-01,0
Iceland,2020 Verano,2020-01-01,0
Ilderim,1936 Verano,1936-01-01,0
Impala,1956 Verano,1956-01-01,0
Inca,1956 Verano,1956-01-01,0
Independent Rowing Club-3,1904 Verano,1904-01-01,0
India,1900 Verano,1900-01-01,0
India,1920 Verano,1920-01-01,0
India,1924 Invierno,1924-01-01,7
India,1924 Verano,1924-01-01,0
India,1928 Verano,1928-01-01,14
India,1932 Verano,1932-01-01,15
India,1936 Verano,1936-01-01,19
India,1948 Verano,1948-01-01,20
India,1952 Verano,1952-01-01,14
India,1956 Verano,1956-01-01,17
India,1960 Verano,1960-01-01,0
India,1964 Invierno,1964-01-01,0
India,1964 Verano,1964-01-01,15
India,1968 Invierno,1968-01-01,0
India,1968 Verano,1968-01-01,0
India,1972 Verano,1972-01-01,0
India,1976 Verano,1976-01-01,0
India,1980 Verano,1980-01-01,16
India,1984 Verano,1984-01-01,0
India,1988 Invierno,1988-01-01,0
India,1988 Verano,1988-01-01,0
India,1992 Invierno,1992-01-01,0
India,1992 Verano,1992-01-01,0
India,1996 Verano,1996-01-01,0
India,1998 Invierno,1998-01-01,0
India,2000 Verano,2000-01-01,0
India,2002 Invierno,2002-01-01,0
India,2004 Verano,2004-01-01,0
India,2006 Invierno,2006-01-01,0
India,2008 Verano,2008-01-01,1
India,2010 Invierno,2010-01-01,0
India,2012 Verano,2012-01-01,0
India,2014 Invierno,2014-01-01,0
India,2016 Verano,2016-01-01,0
India,2020 Verano,2020-01-01,5
India-1,1924 Verano,1924-01-01,0
India-1,2012 Verano,2012-01-01,0
India-2,1924 Verano,1924-01-01,0
